lat,long,City,State
48.616963,-98.018285,Cavalier,ND
43.340556,-72.071389,Merrimack,NH
40.169295,-85.273765,Delaware,IN
31.896152,-81.294026,Bryan,GA
39.696111,-105.725278,Clear Creek,CO
44,76.02,Watertown,NY
34.254389,-118.284856,Los Angeles,CA
33.054972,-96.736454,Collin,TX
44.198584,-74.98456,Saint Lawrence,NY
18.464444,-66.270278,Dorado,PR
40.319851,-91.654677,Clark,MO
33.867286,-84.769875,Paulding,GA
39.616241,-76.468427,Harford,MD
43.456793,-95.442603,Osceola,IA
41.517689,-78.25361,Cameron,PA
39.21,-81.5305,Wood,WV
32.652522,-96.557967,Dallas,TX
43.845182,-71.385025,Carroll,NH
40.006158,-76.855485,York,PA
41.831288,-75.099809,Sullivan,NY
32.432975,-97.108734,Johnson,TX
37.413156,-94.70225,Crawford,KS
37.63,-82.959167,,KY
42.384438,-71.635634,Worcester,MA
38.921111,-77.861667,Fauquier,VA
41.802864,-80.947363,Ashtabula,OH
39.1225,-84.135833,Clermont,OH
41.051111,-120.474444,Lassen,CA
34.27,116.68,Big Bear Apt,CA
35.942843,-89.758118,Mississippi,AR
32.66258,-93.973018,Caddo,LA
45.668654,-67.868778,Washington,ME
36.267177,-90.270201,Clay,AR
36.579781,-118.057824,Inyo,CA
41.449297,-85.994534,Elkhart,IN
41.736416,-87.878588,Cook,IL
32.872354,-87.708558,Hale,AL
35.247292,-91.179327,Woodruff,AR
37.6407,-75.745355,Accomack,VA
42.516624,-84.656545,Eaton,MI
61.837087,-161.7394,Wade Hampton,AK
38.779292,-92.480651,Moniteau,MO
42.012381,-94.551764,Greene,IA
43.401219,-74.288583,Hamilton,NY
32.662827,-80.528035,Colleton,SC
43.326868,-89.363082,Columbia,WI
41.744167,-71.909722,Windham,CT
41.377309,-83.942482,Henry,OH
32.556389,-80.69,Beaufort,SC
42.285247,-96.71587,Dakota,NE
47.375833,-115.345,Mineral,MT
44.212822,-73.258575,Addison,VT
40.692819,-75.1741,Warren,NJ
30.2,92,Lafayette,LA
40.991944,-76.056944,Luzerne,PA
39.881621,-96.180136,Nemaha,KS
30.440644,-90.442247,Tangipahoa,LA
35.593375,-119.344728,Kern,CA
42.83175,-78.083292,Wyoming,NY
45.160422,-122.754115,Marion,OR
32.54956,-83.888727,Peach,GA
42.723113,-85.762798,Allegan,MI
33.377662,-117.071725,San Diego,CA
35.255644,-84.766639,Bradley,TN
39.388809,-80.283399,Harrison,WV
36.294722,-87.470278,Dickson,TN
32.540278,-94.238056,Harrison,TX
42.455833,-89.945278,Jo Daviess,IL
27.081306,-80.150851,Martin,FL
43.47766,-71.759606,Merrimack,NH
39.811981,-85.653599,Hancock,IN
41.6651,-80.885134,Ashtabula,OH
39.992561,-92.111716,Knox,MO
26.819301,-82.261638,Charlotte,FL
36.866532,-81.404791,Smyth,VA
37.997903,-78.951506,Augusta,VA
36.578066,-85.038385,Fentress,TN
43.565668,-84.587317,Isabella,MI
34.155936,-116.431313,San Bernardino,CA
36.706797,-83.424408,Harlan,KY
40.825429,-77.674225,Centre,PA
44.9657,-92.365498,Saint Croix,WI
38.076944,-120.552222,Calaveras,CA
37.604167,-75.69,Accomack,VA
34.345833,-99.418611,Wilbarger,TX
39.210042,-77.316731,Montgomery,MD
35.662962,-88.217688,Henderson,TN
43.185194,-102.402157,Shannon,SD
27.813611,-81.378611,Polk,FL
41.634749,-70.9372,Bristol,MA
37.39233,-120.6132,Merced,CA
44.926896,-89.212433,Shawano,WI
42.422222,-71.133333,Middlesex,MA
39.120498,-104.914795,El Paso,CO
30.068276,-91.659571,Iberia,LA
56.25,134.65,Port Alexndr,AK
39.659205,-80.569478,Wetzel,WV
43.085556,-72.439722,Windham,VT
31.636486,-91.845812,Catahoula,LA
41.092816,-74.265872,Passaic,NJ
45.312778,-107.936389,Big Horn,MT
35.920278,-95.799167,Tulsa,OK
41.867264,-75.383147,Wayne,PA
43.245606,-94.036656,Kossuth,IA
35.952248,-104.149698,Harding,NM
45.131031,-95.175333,Kandiyohi,MN
40.152622,-84.13304,Miami,OH
33.850225,-102.764107,Bailey,TX
36.234274,-83.840261,Union,TN
47.385004,-122.853571,Mason,WA
42.448258,-95.172569,Sac,IA
44.960232,-73.672967,Clinton,NY
39.719192,-88.641675,Moultrie,IL
37.898097,-114.396824,Lincoln,NV
45.197722,-123.075332,Yamhill,OR
40.212778,-110.838889,Duchesne,UT
30.398054,-91.926285,Saint Landry,LA
34.500714,-82.026774,Laurens,SC
28.140032,-96.775131,Calhoun,TX
38.87,98.82,Russell,KS
36.667531,-88.967574,Hickman,KY
46.735335,-120.826699,Yakima,WA
38.474093,-123.135379,Sonoma,CA
41.663035,-96.644095,Dodge,NE
37.512502,-98.850398,Pratt,KS
35.837661,-101.450011,Hutchinson,TX
40.620256,-74.310581,Union,NJ
41.539415,-93.95303,Dallas,IA
38.395385,-94.576282,Bates,MO
42.97639,-98.422429,Charles Mix,SD
35.119215,-97.640131,Mcclain,OK
40.6025,-79.353889,Indiana,PA
37.320856,-96.757044,Cowley,KS
27.90202,-82.001489,Polk,FL
41.788724,-73.906347,Dutchess,NY
37.347133,-108.298242,Montezuma,CO
37.732809,-120.943019,Stanislaus,CA
44.250447,-85.430046,Wexford,MI
41.553611,-73.967222,Dutchess,NY
40.645556,-74.639444,Somerset,NJ
34.006628,-89.348387,Calhoun,MS
40.128141,-75.128918,Montgomery,PA
36.201868,-79.71008,Guilford,NC
26.078333,-97.849167,Cameron,TX
40.707753,-86.574744,White,IN
38.822284,-87.065243,Daviess,IN
57.960833,-136.2275,Skagway Hoonah Angoon,AK
43.338456,-75.161618,Oneida,NY
42.38074,-96.453608,Dakota,NE
41.284531,-87.419072,Lake,IN
42.0075,-72.971111,Hartford,CT
43.073485,-91.458677,Clayton,IA
42.682222,-76.868889,Seneca,NY
44.657747,-116.42113,Adams,ID
40.242778,-77.900278,Huntingdon,PA
37.80875,-121.21856,San Joaquin,CA
39.499354,-93.537387,Carroll,MO
39.857222,-77.695556,Franklin,PA
39.612645,-84.908947,Union,IN
40.148435,-99.457186,Harlan,NE
43.276768,-85.831318,Muskegon,MI
38.363605,-79.855557,Pocahontas,WV
35.370267,-82.598128,Henderson,NC
45.291872,-104.615444,Carter,MT
46.878168,-96.70222,Clay,MN
45.153858,-85.138655,Charlevoix,MI
18.2531,-65.656,Ceiba,PR
33.8622,-102.926588,Bailey,TX
40.3075,-81.186667,Harrison,OH
39.301716,-87.991306,Clark,IL
29.702313,-95.461106,Harris,TX
47.32,119.52,Ephrata,WA
35.506667,-97.762222,Canadian,OK
41.629727,-113.854043,Box Elder,UT
40.947308,-74.29601,Morris,NJ
37.271139,-79.835466,Roanoke,VA
63.917123,-149.011128,Denali,AK
39.79465,-88.579305,Piatt,IL
35.372778,-117.633889,San Bernardino,CA
35.954431,-83.202749,Cocke,TN
48.201067,-122.377978,Snohomish,WA
40.319227,-79.723855,Westmoreland,PA
21.3095,-157.863,Honolulu,HI
30.632698,-96.36616,Brazos,TX
35.443848,-77.695565,Greene,NC
40.821862,-74.419971,Morris,NJ
35.267406,-97.744621,Grady,OK
48.490015,-101.896039,Ward,ND
38.668333,-94.229167,Cass,MO
39.415307,-95.632851,Jackson,KS
43.488649,-82.930063,Sanilac,MI
40.803931,-92.045222,Van Buren,IA
28.699257,-97.378321,Goliad,TX
32.127986,-98.985852,Eastland,TX
40.01179,-75.23421,Montgomery,PA
47.214992,-95.002148,Hubbard,MN
33.363202,-100.693688,Kent,TX
41.978719,-77.241909,Tioga,PA
44.349705,-89.865246,Wood,WI
46.3663,-84.8461,Chippewa,MI
37.858937,-86.006888,Hardin,KY
44.930529,-116.900621,Harney,OR
41.468608,-87.638585,Cook,IL
40.730079,-99.372786,Buffalo,NE
45.802304,-97.741835,Marshall,SD
41.161855,-85.473736,Whitley,IN
34.169259,-105.533873,Lincoln,NM
39.115278,-77.695278,Loudoun,VA
36.190083,-76.854799,Bertie,NC
42.732958,-82.820248,Macomb,MI
39.915833,-81.520278,Guernsey,OH
41.364378,-95.827648,Pottawattamie,IA
41.19486,-89.440901,Putnam,IL
47.118004,-103.222328,Billings,ND
32.054759,-82.147809,Tattnall,GA
43.406929,-95.7424,Osceola,IA
44.500441,-92.228429,Pepin,WI
41.299681,-74.155805,Orange,NY
35.084199,-92.423574,Faulkner,AR
39.37,94.92,Ft Leavnwrth,KS
36.49478,-121.032853,San Benito,CA
44.3,96.8,Brookings,SD
36.408259,-109.634021,Apache,AZ
40.701588,-78.913371,Indiana,PA
38.065514,-103.208492,Bent,CO
34.898611,-92.144167,Pulaski,AR
31.471111,-89.230833,Jones,MS
44.161404,-70.929951,Oxford,ME
46.38807,-112.747589,Powell,MT
41.302669,-90.493863,Mercer,IL
37.243009,-85.523639,Green,KY
42.514941,-71.422354,Middlesex,MA
42.115319,-71.664357,Worcester,MA
40.059444,-75.745,Chester,PA
34.823462,-78.016624,Duplin,NC
47.151529,-68.598081,Aroostook,ME
40.5925,-89.534444,Tazewell,IL
34.3075,-110.250833,Navajo,AZ
48.201968,-96.991457,Marshall,MN
44.366769,-97.068734,Kingsbury,SD
28.578056,-81.886944,Lake,FL
32.694893,-92.678543,Lincoln,LA
36.892696,-83.866509,Knox,KY
43.097548,-74.016687,Saratoga,NY
37.551052,-86.760446,Ohio,KY
38.23,85.67,Louisville,KY
27.0781,-82.1735,Sarasota,FL
44.029313,-69.504237,Lincoln,ME
47.122905,-122.529326,Pierce,WA
39.628889,-90.218889,Morgan,IL
35.63484,-78.451013,Johnston,NC
36.580703,-93.991974,Barry,MO
48.674167,-114.769167,Lincoln,MT
37.843653,-122.124185,Contra Costa,CA
41.241872,-81.74527,Medina,OH
41.233549,-76.58893,Lycoming,PA
37.823611,-120.257222,Tuolumne,CA
33.892926,-103.150201,Roosevelt,NM
41.185319,-99.304937,Custer,NE
40.203889,-76.349167,Lancaster,PA
46.694999,-99.297108,Stutsman,ND
41.62214,-94.037965,Dallas,IA
44.313746,-83.683948,Iosco,MI
43.015797,-89.904229,Iowa,WI
35.768609,-108.687818,Mckinley,NM
42.573866,-79.059634,Chautauqua,NY
42.433345,-79.333914,Chautauqua,NY
33.788167,-97.136349,Love,OK
35.029496,-86.34811,Lincoln,TN
38.33,96.2,Emporia,KS
38.412473,-94.368336,Bates,MO
34.233516,-88.239212,Itawamba,MS
46.638193,-122.965764,Lewis,WA
42.528503,-94.530386,Calhoun,IA
37.33,94.35,Monett,MO
35.588392,-77.140356,Beaufort,NC
38.8237,-77.897,Fauquier,VA
30.43,86.68,Hurlburt Fld,FL
38.045206,-85.558631,Bullitt,KY
40.282454,-79.728211,Westmoreland,PA
35.452839,-79.582034,Moore,NC
39.799228,-75.223655,Gloucester,NJ
37.85233,-93.150972,Dallas,MO
42.061746,-71.339568,Norfolk,MA
41.239113,-85.167724,Allen,IN
45.444996,-122.534135,Clackamas,OR
43.7692,-95.832421,Nobles,MN
41.876667,-71.861667,Windham,CT
39.575703,-78.991477,Allegany,MD
35.484722,-80.288611,Stanly,NC
35.620058,-76.698848,Beaufort,NC
35.800503,-108.581469,Mckinley,NM
47.271431,-115.866012,Shoshone,ID
39.740192,-105.598261,Clear Creek,CO
39.087524,-95.373122,Jefferson,KS
42.529654,-123.439256,Josephine,OR
36.494593,-87.680368,Stewart,TN
27.354444,-98.133018,Jim Wells,TX
36.9075,-76.708056,Isle Of Wight,VA
42.556389,-78.153056,Wyoming,NY
31.953952,-84.07834,Sumter,GA
40.316768,-77.870062,Huntingdon,PA
44.485833,-117.744167,Baker,OR
46.223183,-119.771014,Benton,WA
35.382585,-78.015813,Wayne,NC
27.976517,-97.396623,San Patricio,TX
36.37672,-104.592705,Colfax,NM
39.699573,-90.843986,Pike,IL
39.831946,-85.272406,Henry,IN
35.18,103.6,Tucumcari,NM
44.592674,-69.03169,Waldo,ME
28.191273,-82.727935,Pasco,FL
37.954554,-88.467775,Hamilton,IL
34.513668,-99.316744,Jackson,OK
44.033802,-83.702024,Arenac,MI
33.6398,-117.8643,Orange,CA
40.874441,-74.028122,Bergen,NJ
30.389945,-98.05392,Travis,TX
33.310457,-99.859366,Haskell,TX
33.997248,-86.010279,Etowah,AL
38.123909,-97.236077,Harvey,KS
36.13,76.5,Dare Co Gr,NC
40.81307,-74.216467,Essex,NJ
36.765145,-94.04916,Barry,MO
38.27,121.93,Travis AFB,CA
33.771471,-83.115902,Oglethorpe,GA
37.490894,-81.206215,Mercer,WV
37.937145,-104.886257,Pueblo,CO
42.250983,-88.74367,Boone,IL
34.667122,-86.332562,Jackson,AL
43.886214,-73.305385,Addison,VT
42.524895,-114.299364,Twin Falls,ID
31.516846,-82.039742,Wayne,GA
32.658333,-89.936111,Madison,MS
55.47317,-133.117081,Prince Wales Ketchikan,AK
42.381982,-96.981035,Dixon,NE
39.212222,-111.018889,Emery,UT
21.090504,-156.969015,Maui,HI
40.473131,-80.959554,Jefferson,OH
41.304444,-73.380833,Fairfield,CT
36.078762,-81.178073,Wilkes,NC
29.431125,-90.298054,Lafourche,LA
37.672244,-91.083461,Iron,MO
45.41825,-92.690593,Chisago,MN
45.828893,-118.497147,Umatilla,OR
40,-76.213611,Lancaster,PA
47.645048,-122.531297,Kitsap,WA
33.01213,-90.809535,Sharkey,MS
33.902554,-88.967005,Chickasaw,MS
37.018195,-85.240117,Adair,KY
43.69236,-89.131997,Green Lake,WI
36.115216,-94.634472,Adair,OK
38.68,104.77,Fort Carson,CO
41.648889,-75.599167,Susquehanna,PA
40.538252,-106.532134,Jackson,CO
42.25223,-83.212001,Wayne,MI
34.8968,-82.267442,Greenville,SC
33.248506,-88.132122,Pickens,AL
43.016161,-123.285054,Douglas,OR
31.862923,-83.72856,Crisp,GA
44.238201,-70.852936,Oxford,ME
40.740021,-90.739874,Warren,IL
40.465347,-79.506654,Westmoreland,PA
35.268466,-95.299382,Haskell,OK
46.835359,-90.821681,Bayfield,WI
36.465724,-81.813999,Johnson,TN
33.328754,-82.732803,Warren,GA
43.892139,-99.850191,Lyman,SD
38.419323,-81.829311,Kanawha,WV
56.97,133.95,Kake Seaplan,AK
32.588385,-81.532686,Screven,GA
41.855278,-72.301944,Tolland,CT
43.618393,-71.643513,Belknap,NH
43.625584,-72.127014,Grafton,NH
40.32504,-107.584089,Moffat,CO
32.933096,-80.086463,Dorchester,SC
40.759131,-73.732622,Queens,NY
38.688333,-121.447778,Sacramento,CA
44.856373,-75.204887,Saint Lawrence,NY
45.491389,-92.785278,Chisago,MN
44.22493,-87.803596,Manitowoc,WI
32.616099,-91.49135,West Carroll,LA
41.504502,-71.30348,Newport,RI
44.300823,-83.477629,Iosco,MI
32.988333,-111.446667,Pinal,AZ
35.916918,-88.336364,Carroll,TN
33.000981,-89.755182,Attala,MS
41.22552,-80.532565,Trumbull,OH
40.138668,-97.730007,Thayer,NE
40.487222,-75.7425,Berks,PA
44.247778,-75.138056,Saint Lawrence,NY
40.855892,-82.318931,Ashland,OH
45.921841,-88.695308,Florence,WI
31.635087,-95.553232,Anderson,TX
38.005995,-87.070421,Spencer,IN
34.733435,-79.309725,Robeson,NC
37.9085357,-121.6002291,Contra Costa,CA
36.497818,-77.051526,Hertford,NC
41.213715,-76.763258,Lycoming,PA
39.50287,-80.256643,Marion,WV
41.18267,-112.090371,Weber,UT
34.570909,-85.459723,Chattooga,GA
34.883752,-90.766621,Lee,AR
40.511301,-98.038649,Clay,NE
45.20543,-95.994872,Swift,MN
30.509197,-86.500914,Okaloosa,FL
41.900516,-84.044556,Lenawee,MI
40.85,72.63,Westhampton,NY
37.869328,-97.402412,Harvey,KS
29.035377,-98.987403,Frio,TX
41.279991,-72.810643,New Haven,CT
40.162222,-81.132778,Belmont,OH
38.852629,-85.643384,Jennings,IN
44.940395,-73.015468,Franklin,VT
46.766607,-122.150344,Pierce,WA
44.421898,-100.735938,Stanley,SD
46.236261,-85.91589,Schoolcraft,MI
41.065493,-86.231007,Fulton,IN
42.845763,-106.316571,Natrona,WY
36.874913,-83.314082,Harlan,KY
53.362757,-167.510656,Aleutians West,AK
37.555604,-76.82373,King William,VA
28.109059,-80.578718,Brevard,FL
29.479045,-95.968145,Fort Bend,TX
43.639426,-94.092379,Faribault,MN
34.996709,-119.823806,Santa Barbara,CA
47.940371,-114.383193,Lake,MT
37.036389,-106.842778,Archuleta,CO
37.515064,-89.821327,Cape Girardeau,MO
37.341765,-86.769964,Ohio,KY
29.92884,-91.026608,Assumption,LA
31.139614,-92.083145,Avoyelles,LA
40.8866,-74.5809,Morris,NJ
41.100186,-101.909933,Keith,NE
40.497613,-82.585711,Knox,OH
40.672143,-92.143793,Van Buren,IA
41.707446,-88.401354,Kendall,IL
45.711823,-95.241439,Pope,MN
43.840306,-116.585004,Gem,ID
41.002543,-96.641379,Lancaster,NE
48.798333,-107.868603,Phillips,MT
35.675779,-119.227156,Kern,CA
42.773903,-77.898976,Livingston,NY
40.967164,-87.621715,Iroquois,IL
40.204905,-100.627948,Red Willow,NE
42.612351,-71.558371,Middlesex,MA
30.8665,-83.9233,Thomas,GA
39.194362,-76.942271,Howard,MD
41.036714,-75.173463,Monroe,PA
40.328611,-84.094444,Shelby,OH
34.16867,-118.371274,Los Angeles,CA
41.992552,-90.238584,Clinton,IA
36.300169,-119.205357,Tulare,CA
39.477778,-105.006667,Douglas,CO
46.374448,-101.89369,Grant,ND
40.914273,-74.167141,Passaic,NJ
40.370449,-79.852244,Allegheny,PA
41.511616,-79.366332,Forest,PA
37.767638,-99.923766,Ford,KS
40.366206,-94.164463,Harrison,MO
42.737028,-97.540589,Knox,NE
42.342117,-75.148475,Delaware,NY
43.172358,-73.883918,Saratoga,NY
41.220679,-95.617041,Pottawattamie,IA
45.196522,-109.268812,Carbon,MT
36.527218,-81.906797,Johnson,TN
31.104918,-86.067416,Geneva,AL
36.637236,-114.378202,Clark,NV
42.578968,-75.327436,Otsego,NY
46.513698,-88.599298,Baraga,MI
35.215291,-82.457368,Henderson,NC
64.82,147.87,Fairbanks,AK
43.442222,-91.668333,Winneshiek,IA
41.808019,-92.353845,Poweshiek,IA
38.533629,-76.595495,Calvert,MD
41.838426,-96.467064,Burt,NE
37.769989,-84.84675,Mercer,KY
28.080208,-97.809659,San Patricio,TX
40.672716,-74.518292,Morris,NJ
46.643333,-118.555833,Franklin,WA
39.019197,-121.422126,Yuba,CA
41.985382,-90.954341,Jones,IA
35.701944,-101.534167,Hutchinson,TX
44.92,89.62,Wausau,WI
27.311532,-80.847853,Okeechobee,FL
42.826034,-95.165178,Buena Vista,IA
34.498884,-85.844605,De Kalb,AL
42.086111,-78.476944,Cattaraugus,NY
36.491231,-86.603338,Sumner,TN
35.612222,-80.446944,Rowan,NC
42.15406,-95.599547,Crawford,IA
38.274414,-87.709052,Gibson,IN
38.781084,-95.009377,Johnson,KS
27.908333,-82.186389,Hillsborough,FL
33.381667,-88.143333,Pickens,AL
19.207898,-155.481506,Hawaii,HI
42.969034,-77.227312,Ontario,NY
38.613563,-88.768925,Marion,IL
31.226923,-94.981152,Trinity,TX
45.812484,-68.408855,Aroostook,ME
38.173746,-97.118386,Marion,KS
35.453259,-81.81183,Rutherford,NC
40.737334,-93.742903,Decatur,IA
30.072888,-95.810447,Harris,TX
44.286944,-76.028056,Jefferson,NY
48.93,95.35,Warroad,MN
37.739538,-83.65667,Wolfe,KY
38.243164,-93.730281,Henry,MO
41.15,104.82,Cheyenne,WY
38.814167,-116.1375,White Pine,NV
38.390248,-79.482176,Highland,VA
38.475579,-81.380874,Kanawha,WV
42.523207,-72.810998,Franklin,MA
44.898491,-72.791037,Franklin,VT
41.272139,-111.761821,Weber,UT
38.580596,-88.464094,Wayne,IL
38.246389,-122.904444,Marin,CA
38.410153,-94.871788,Miami,KS
35.680877,-78.936534,Wake,NC
39.855534,-94.697678,Andrew,MO
44.323228,-69.766548,Kennebec,ME
43.995187,-94.067662,Blue Earth,MN
39.2725,-77.636944,Loudoun,VA
36.564556,-99.526797,Woodward,OK
47.327782,-116.866161,Benewah,ID
38.283472,-87.12045,Pike,IN
45.7,110.43,Livingston,MT
42.043889,-70.843056,Plymouth,MA
40.05799,-77.736791,Franklin,PA
40.627239,-82.992465,Marion,OH
42.384232,-85.956757,Van Buren,MI
43.25484,-84.297849,Saginaw,MI
36.57,79.33,Danville,VA
42.7335,-84.6391,Eaton,MI
29.859756,-90.110462,Jefferson,LA
44.673611,-92.966944,Dakota,MN
41.044208,-79.771069,Butler,PA
42.928534,-85.229938,Ionia,MI
34.50366,-83.258685,Stephens,GA
35.104444,-95.107222,Haskell,OK
39.994064,-80.012386,Greene,PA
37.720194,-77.099837,King William,VA
39.39887,-76.961439,Carroll,MD
43.489877,-91.294166,Allamakee,IA
45.478587,-100.054067,Walworth,SD
40.544467,-86.501572,Carroll,IN
39.525,-111.589722,Sanpete,UT
44.427195,-72.005062,Caledonia,VT
31.949425,-89.809494,Simpson,MS
45.114317,-95.869045,Chippewa,MN
37.2935,-80.0553,Salem,VA
43.179091,-71.815921,Merrimack,NH
40.810635,-98.606509,Hall,NE
32.579722,-84.550833,Talbot,GA
45.874001,-92.322722,Burnett,WI
32.354198,-84.527347,Marion,GA
43.195464,-90.860878,Crawford,WI
40.837811,-96.294395,Cass,NE
43.328983,-73.681846,Warren,NY
43.428541,-70.758479,York,ME
40.292049,-85.257987,Delaware,IN
41.7,86.32,South Bend,IN
42.756792,-70.935053,Essex,MA
45.471566,-69.584376,Piscataquis,ME
35.374897,-93.361797,Johnson,AR
41.466175,-85.59272,Noble,IN
40.105071,-94.300259,Gentry,MO
35.699167,-77.513333,Pitt,NC
38.220867,-87.43077,Gibson,IN
30.296931,-95.849812,Grimes,TX
45.220236,-93.963793,Wright,MN
42.818145,-97.358616,Cedar,NE
40.541389,-81.721944,Holmes,OH
39.004444,-77.951667,Clarke,VA
36.444897,-81.26061,Alleghany,NC
35.735691,-94.734154,Adair,OK
57.78,-135.216667,Skagway Hoonah Angoon,AK
29.603493,-90.490614,Lafourche,LA
43.899722,-75.582778,Lewis,NY
42.757194,-124.491283,Curry,OR
40.888073,-76.137952,Schuylkill,PA
45.591944,-91.601111,Barron,WI
36.640264,-81.777633,Washington,VA
35.149424,-85.336243,Hamilton,TN
39.853404,-84.53685,Preble,OH
40.373232,-86.108641,Tipton,IN
43.450604,-93.241943,Worth,IA
30.318167,-92.686973,Jefferson Davis,LA
41.13478,-79.798093,Butler,PA
29.404722,-96.236667,Wharton,TX
43.695878,-88.326607,Fond Du Lac,WI
31.6425,-94.413889,Nacogdoches,TX
44.613852,-93.760394,Scott,MN
37.795833,-97.279167,Sedgwick,KS
34.513728,-89.915508,Panola,MS
44.54973,-123.110815,Linn,OR
38.475758,-98.980714,Barton,KS
41.55236,-94.974017,Audubon,IA
42.589959,-71.438143,Middlesex,MA
40.920718,-97.760699,York,NE
31.807613,-91.387154,Tensas,LA
39.93779,-75.264872,Delaware,PA
31.192462,-97.058143,Falls,TX
38.55,106.92,Gunnison,CO
32.497222,-110.923611,Pima,AZ
42.523323,-73.422447,Rensselaer,NY
40.765653,-72.853701,Suffolk,NY
42.589648,-78.91073,Erie,NY
44.768228,-107.303429,Sheridan,WY
40.743926,-73.68042,Nassau,NY
41.226993,-103.479603,Kimball,NE
38.612768,-85.521704,Clark,IN
39.988367,-84.53702,Darke,OH
48.636375,-118.054801,Stevens,WA
40.888516,-88.40936,Livingston,IL
40.208889,-78.983889,Somerset,PA
39.57463,-87.064455,Clay,IN
38.381207,-80.040353,Pocahontas,WV
33.488336,-86.976586,Jefferson,AL
46.069012,-122.294186,Cowlitz,WA
40.229285,-94.538691,Gentry,MO
43.998982,-104.4226,Weston,WY
29.28126,-82.491668,Levy,FL
44.491881,-108.079503,Big Horn,WY
33.336373,-80.185901,Berkeley,SC
40.99048,-92.143059,Jefferson,IA
32.170511,-96.005952,Henderson,TX
41.193905,-91.973921,Keokuk,IA
46.494309,-94.204268,Crow Wing,MN
42.041938,-76.881519,Chemung,NY
38.76183,-80.372734,Upshur,WV
36.993799,-119.526771,Fresno,CA
31.010278,-88.024167,Mobile,AL
35.370655,-117.637325,Kern,CA
36.702543,-91.392743,Oregon,MO
41.966614,-75.937527,Susquehanna,PA
30.995874,-99.168203,Mcculloch,TX
41.808611,-78.419722,Mckean,PA
45.449185,-123.818851,Tillamook,OR
30.770145,-93.530734,Beauregard,LA
36.62,116.02,Mercury,NV
34.611981,-90.138193,Panola,MS
30.177725,-96.93322,Lee,TX
32.529874,-93.070558,Bienville,LA
34.687432,-87.683259,Colbert,AL
39.853056,-77.797778,Franklin,PA
35.598823,-91.257064,Jackson,AR
26.15133,-97.918503,Hidalgo,TX
47.588764,-93.774913,Itasca,MN
41.6,83.8,Toledo,OH
44.881389,-124.033056,Lincoln,OR
37.732247,-81.139108,Raleigh,WV
42.25266,-93.403068,Hardin,IA
37.283364,-101.700382,Morton,KS
42.114943,-76.536618,Tioga,NY
32.613418,-89.410538,Leake,MS
35.109722,-79.4725,Moore,NC
38.458691,-121.815825,Solano,CA
42.140975,-89.401024,Ogle,IL
40.726483,-104.785012,Weld,CO
43.679665,-72.534907,Windsor,VT
38.189406,-81.386231,Kanawha,WV
41.660833,-80.318056,Crawford,PA
36.224454,-79.890136,Guilford,NC
40.888191,-74.050301,Bergen,NJ
39.654032,-76.227795,Harford,MD
42.085899,-95.286338,Crawford,IA
39.212862,-82.021755,Athens,OH
39.4667,-87.4068,,IN
37.739725,-98.736103,Pratt,KS
40.830556,-73.639167,Nassau,NY
30.947325,-91.065511,East Feliciana,LA
35.570027,-94.109094,Crawford,AR
44.036806,-69.918849,Sagadahoc,ME
34.959149,-90.983518,Saint Francis,AR
39.942778,-79.644722,Fayette,PA
37.578386,-82.669174,Floyd,KY
36.14,-105.681111,Taos,NM
37.685049,-92.655029,Laclede,MO
38.637522,-96.249968,Lyon,KS
40.565556,-74.941944,Hunterdon,NJ
45.372688,-122.763132,Washington,OR
37.834159,-94.704221,Bourbon,KS
32.438056,-110.734167,Pima,AZ
40.553611,-79.306667,Indiana,PA
34.538611,-91.873889,Lonoke,AR
44.752716,-122.399498,Marion,OR
45.752096,-116.2889,Idaho,ID
35.383613,-81.102204,Gaston,NC
41.912903,-85.834111,Cass,MI
43.646586,-93.582307,Freeborn,MN
40.908866,-75.431373,Monroe,PA
40.885353,-74.21145,Passaic,NJ
38.73,93.55,Whiteman AFB,MO
36.944007,-116.57755,Nye,NV
43.898077,-96.975883,Lake,SD
28.019412,-81.621207,Polk,FL
29.4975,-95.584722,Fort Bend,TX
37.938197,-101.271297,Kearny,KS
35.463666,-82.535372,Buncombe,NC
34.928611,-95.213056,Latimer,OK
36.789444,-92.408889,Ozark,MO
33.649417,-81.39952,Aiken,SC
47.563862,-111.805655,Cascade,MT
29.217238,-99.793074,Uvalde,TX
41.698208,-74.980687,Sullivan,NY
40.161774,-90.148568,Mason,IL
30.201523,-93.572808,Calcasieu,LA
39.0875,-81.922778,Meigs,OH
32.551465,-87.561472,Hale,AL
34.710982,-87.522133,Colbert,AL
36.304469,-75.902914,Currituck,NC
38.589955,-98.415916,Ellsworth,KS
34.386025,-102.990064,Parmer,TX
35.666815,-121.144033,San Luis Obispo,CA
35.875278,-88.846667,Gibson,TN
34.749006,-80.761576,Lancaster,SC
37.588611,-81.835556,Mingo,WV
43.74347,-74.893511,Herkimer,NY
39.137364,-84.709602,Hamilton,OH
40.279722,-79.365833,Westmoreland,PA
31.219686,-82.364512,Ware,GA
39.367313,-75.029311,Cumberland,NJ
39.35,81.43,Parkersburg,WV
35.738165,-98.738842,Custer,OK
41.344221,-89.095468,La Salle,IL
41.781667,-103.517222,Scotts Bluff,NE
39.696531,-82.315525,Perry,OH
47.895764,-120.148963,Chelan,WA
